county,state,title,latitude,longitude,date,number,classification,geohash,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,precip_type,pressure,summary,uv_index,visibility,wind_bearing,wind_speed
McDonald County,Missouri,Report 28210: Three fishermen returning home late at night have close contact with a Bigfoot near Southwest City,36.51627,-94.60989,2010-09-12,28210.0,Class A,9ykxxpe4ty,85.08,74.245,63.41,57.73,0.67,0.04,0.16,0.0002,0.29,rain,1019.86,Clear throughout the day.,7.0,9.24,114.0,4.23
Miller County,Missouri,"Report 55997: Witness has possible sighting, howls, knocks and structures on his property outside Eldon",38.1875,-92.337,2016-08-18,55997.0,Class B,9yy34zf4rc,86.85,78.115,69.38,69.84,0.79,0.09,0.51,0.0,0.0,,1017.46,Humid throughout the day and partly cloudy in the afternoon.,7.0,9.81,192.0,5.1
Oregon County,Missouri,Report 1120: Sasquatch encountered standing by porch,36.6,-91.2,1971-06-01,1120.0,Class A,9yx0hwy4my,78.0,69.5,61.0,65.35,0.8,0.74,0.27,,,rain,1013.78,Mostly cloudy throughout the day and breezy in the afternoon.,7.0,8.54,211.0,5.85
Ozark County,Missouri,Report 39615: Homeowner awakens to something messing with rabbit cage and sees a tall dark figure near Brixey,36.4504,-92.2428,2007-11-15,39615.0,Class B,9yqrkgwffz,52.1,39.67,27.24,20.46,0.39,0.01,0.18,0.0,0.0,,1024.72,Clear throughout the day.,3.0,9.89,306.0,8.71
Pemiscot County,Missouri,Report 26962: Childhood face to face encounter at dusk in the river bottoms of Bootheel,36.06055,-89.98725,1961-10-15,26962.0,Class A,dn2j0k97cj,67.85,53.895,39.94,31.74,0.51,0.01,0.2,0.0,0.0,,1027.94,Clear throughout the day.,5.0,10.0,341.0,1.85
Pike County,Missouri,Report 1136: Creature seen stepping over four foot barbed wire fence near the town of Louisiana,39.3735,-91.093,1972-07-15,1136.0,Class A,9yzpzpsp72,81.79,73.765,65.74,69.69,0.8,0.88,0.17,0.0201,1.0,rain,1011.24,Heavy rain in the morning.,6.0,9.11,266.0,5.28
Pike County,Missouri,Report 5059: Family hears strange screams off Highway 54,39.445,-91.07,1973-04-04,5059.0,Class B,9zp0rsszg0,43.49,39.94,36.39,36.58,0.85,0.99,0.04,0.0025,0.41,rain,1009.73,Overcast throughout the day.,4.0,7.93,331.0,11.59
Pike County,Missouri,Report 1135: A man gathering firewood for his campsite with his ATV encounters a large ape-like animal in a creek bed,39.29007,-91.09014,1991-03-31,1135.0,Class A,9yzpx0w1jz,62.55,51.21,39.87,26.04,0.42,0.51,0.55,0.0009,0.21,rain,1021.6,"Partly cloudy throughout the day and breezy starting in the afternoon, continuing until evening.",6.0,9.76,270.0,8.5
Jackson County,Missouri,Report 30573: Bowhunter recalls dusk encounter on creek dike near Oak Grove,39.04035,-94.16049,1991-10-19,30573.0,Class A,9yvn1746t8,52.47,42.545,32.62,24.54,0.56,0.32,0.37,0.0,0.0,,1029.89,Partly cloudy until evening.,3.0,9.83,44.0,5.43
Howell County,Missouri,Report 24404: Woman recalls a very close encounter as a child on a farm near the Mark Twain National Forest,36.97061,-92.09264,1967-07-30,24404.0,Class A,9ywd26k1mv,89.07,80.215,71.36,67.19,0.69,0.19,0.78,0.0,0.0,,1013.58,Partly cloudy starting in the afternoon.,9.0,8.14,228.0,3.73
Henry County,Missouri,Report 1116: Hunters heard two highpitched screams.,38.46253,-93.91737,1998-11-20,1116.0,Class B,9yv4ycgkqx,53.16,42.865,32.57,31.84,0.72,0.06,0.05,0.0,0.0,,1023.45,Clear throughout the day.,2.0,9.35,271.0,4.38
Harrison County,Missouri,Report 43612: Woman recalls encounter she had as a youth on rural property north of Bethany,40.39956,-94.02478,1979-08-01,43612.0,Class A,9zjju6t0rz,80.3,72.86500000000002,65.43,63.26,0.73,0.42,0.27,0.0001,0.36,rain,1015.54,Partly cloudy until evening.,7.0,8.31,347.0,4.55
Greene County,Missouri,"Report 2036: Multiple witnesses encounter bad smell, three observe creature hiding behind sapling",37.07354,-93.13545,1988-06-01,2036.0,Class A,9ytfbthc48,82.93,70.575,58.22,61.2,0.71,0.77,0.54,0.0033,1.0,rain,1014.75,Mostly cloudy throughout the day.,7.0,8.07,155.0,5.02
Gasconade County,Missouri,Report 1115: Hair raising screams heard in the forest behind a four acre rye field.,38.441,-91.6284,1954-06-30,1115.0,Class B,9yyfdvypp9,92.86,82.375,71.89,66.58,0.66,0.48,0.01,0.0,0.0,,1017.99,Partly cloudy throughout the day.,8.0,9.55,212.0,3.12
Franklin County,Missouri,Report 20677: Resident describes possible vocalizations near Robertsville.,38.40685,-90.7,2002-10-09,20677.0,Class B,9yzd2pf20g,68.43,59.05,49.67,50.86,0.76,0.46,0.12,0.0005,0.2,rain,1020.15,Partly cloudy throughout the day.,4.0,9.65,154.0,2.42
Douglas County,Missouri,Report 29980: Hunter remembers his lengthy daylight sighting through binoculars near Dora,36.8109,-92.3046,1980-10-27,29980.0,Class A,9yw37t1z4c,60.23,49.89,39.55,48.85,0.9,0.84,0.64,0.0454,1.0,rain,1006.88,Breezy in the morning and heavy rain in the morning and overnight.,2.0,5.72,145.0,8.63
Dent County,Missouri,Report 36761: Memory told of a close encounter while deer hunting east of Salem,37.39315,-91.3012,1971-11-17,36761.0,Class A,9yxhdrhqzu,72.0,64.0,56.0,44.93,0.63,0.67,0.98,0.002,0.24,rain,1015.95,Mostly cloudy throughout the day.,2.0,8.85,163.0,9.88
Daviess County,Missouri,,,,,42742.0,Class B,,,,,,,,,,,,,,,,,
Dade County,Missouri,Report 48156: Duck hunter recalls hearing possible vocalizations from three individuals on Stockton Lake,37.48743,-93.86594,1978-12-13,48156.0,Class B,9ytm202uj5,40.89,30.89,20.89,23.88,0.65,0.37,0.47,0.0,0.0,,1033.05,Partly cloudy until evening.,1.0,9.5,319.0,7.87
Crawford County,Missouri,Report 496: Campers see large figure cross river in moonlight,37.8597,-91.432,1977-08-15,496.0,Class A,9ywzrkjhxz,89.23,81.94,74.65,71.07,0.77,0.36,0.02,0.0,0.0,,1017.18,Partly cloudy until evening and humid throughout the day.,7.0,6.52,143.0,6.39
Cooper County,Missouri,"Report 3483: Nighttime sighting outside farm house, west of Prairie Home (the town) near Pisgah Creek",38.81124000000001,-92.59781,1975-10-15,3483.0,Class A,9yyhuck7fe,60.41,50.5,40.59,48.71,0.72,0.78,0.36,0.0108,1.0,rain,1017.32,Mostly cloudy throughout the day.,3.0,8.46,290.0,6.2
Clinton County,Missouri,Report 45851: Motorist observes a large biped crossing US-33 at night near Plattsburg,39.60238,-94.40015,2014-07-11,45851.0,Class A,9zhc7c7ut4,87.91,81.4,74.89,68.65,0.74,0.13,0.47,0.0005,0.16,rain,1016.17,Partly cloudy in the morning and humid throughout the day.,9.0,9.94,174.0,8.17
Chariton County,Missouri,Report 7766: Motorist has daylight sighting near Marceline.,39.7557,-92.9282,2004-11-21,7766.0,Class A,9zjfjm79xz,44.24,40.865,37.49,32.83,0.78,0.68,0.34,0.0013,0.55,rain,1027.3,Mostly cloudy throughout the day.,1.0,9.06,39.0,4.52
Crawford County,Missouri,Report 48655: Recollection of seeing a huge bipedal shadow while camping that steals food near Steelville,37.93125,-91.33569,1997-08-15,48655.0,Class B,9yxpc95ms1,89.16,84.00999999999998,78.86,71.8,0.78,0.41,0.4,0.073,1.0,rain,1005.52,Heavy rain in the morning.,8.0,8.56,201.0,9.36
Crawford County,Missouri,Report 6775: Child has daylight sighting along Meramec River,38.11203,-91.1569,2004-12-05,6775.0,Class B,9yz0vdjddm,52.93,49.625,46.32,38.11,0.88,0.5,0.78,0.0106,1.0,rain,1013.94,Mostly cloudy throughout the day.,2.0,6.83,143.0,6.3
Crawford County,Missouri,Report 27089: Nighttime sighting at City Lake Park outside Sullivan,38.2081,-91.16042,2009-10-15,27089.0,Class A,9yz1mee426,48.44,46.195,43.95,43.87,0.91,1.0,0.91,0.0063,0.94,rain,1013.34,Overcast throughout the day.,2.0,7.68,345.0,4.45
Crawford County,Missouri,Report 50717: Man recalls primate-like vocalization and rocks thrown at a fishing area in the Rvierside Conservation Area,37.99225,-91.42575,2010-06-01,50717.0,Class B,9yybps3bcs,87.44,77.00999999999998,66.58,66.93,0.73,0.15,0.65,0.0,0.0,,1010.93,Partly cloudy in the afternoon.,9.0,8.96,187.0,4.8
Dent County,Missouri,Report 11453: Vocalizations and wood knocking in Mark Twain National Forest.,37.63169,-91.41383,2005-04-15,11453.0,Class B,9ywypfdkrr,72.1,58.67,45.24,40.78,0.58,0.09,0.22,0.0,0.0,,1024.49,Clear throughout the day.,9.0,9.59,88.0,3.68
Douglas County,Missouri,Report 40087: Man recalls encounters while camping with his hunting party south of Cabool,37.02496,-92.11988,1982-11-15,40087.0,Class A,9yw6xu0q50,45.31,35.395,25.48,18.46,0.58,0.16,0.01,0.0,0.0,,1029.68,Partly cloudy starting in the afternoon.,3.0,9.03,160.0,5.31
Douglas County,Missouri,Report 18442: Memory told of being chased on a farm near Ava,36.94109,-92.7622,1986-08-14,18442.0,Class A,9yw41hutkn,87.05,79.205,71.36,63.97,0.66,0.67,0.31,0.0,0.0,,1013.53,Mostly cloudy throughout the day.,7.0,8.76,184.0,6.34
Douglas County,Missouri,"Report 5123: Loud calls, rock/boulder throwing disturbs campers",36.7548,-92.1527,2004-11-19,5123.0,Class B,9yw3p502nr,56.88,54.27500000000001,51.67,48.97,0.88,0.93,0.26,0.0011,0.52,rain,1016.13,Mostly cloudy throughout the day.,1.0,7.63,203.0,2.67
Franklin County,Missouri,Report 24879: Daylight sighting of a white-haired Bigfoot in a yard outside Lonedell,37.79465,-90.79886,2005-08-25,24879.0,Class A,9yxrjb63c1,81.01,76.255,71.5,69.96,0.84,0.39,0.72,0.0204,0.51,rain,1017.13,Rain in the afternoon.,7.0,6.75,79.0,2.59
Franklin County,Missouri,,,,,46475.0,Class B,,,,,,,,,,,,,,,,,
Gasconade County,Missouri,Report 6194: Two decades separate sightings of father and son at farm,38.28,-91.6253,2003-04-11,6194.0,Class A,9yycg08mpv,71.98,57.78,43.58,34.46,0.51,0.02,0.31,0.0,0.0,,1015.7,Clear throughout the day.,8.0,9.72,323.0,1.76
Greene County,Missouri,Report 5286: Meteor watchers see large two-legged dark creature approach vehicle near Springfield,37.0968,-93.4303,2002-08-09,5286.0,Class A,9yte1cq0s0,87.8,77.50999999999998,67.22,56.97,0.6,0.04,0.03,0.0001,0.13,rain,1018.9,Clear throughout the day.,10.0,9.34,112.0,3.88
Greene County,Missouri,Report 9502: Young horse rider has daytime sighting near Ash Grove.,37.3317,-93.614,2004-12-05,9502.0,Class A,9ytkmu02gt,55.72,52.57,49.42,39.85,0.87,0.68,0.78,0.0134,1.0,rain,1011.52,Rain until afternoon.,1.0,7.23,154.0,8.02
Iron County,Missouri,Report 26694: Possible nighttime encounter while camping near Potosi,37.66643,-90.86792,2009-09-24,26694.0,Class B,9yxqk0zyzg,71.07,66.96,62.85,65.25,0.9,0.83,0.2,0.0224,0.9,rain,1019.13,Rain in the morning.,4.0,6.8,1.0,3.28
Iron County,Missouri,,,,,49919.0,Class B,,,,,,,,,,,,,,,,,
Jackson County,Missouri,Report 39835: Man running his coon dogs at night sees a large figure near Grain Valley,39.03445,-94.10855,2013-02-12,39835.0,Class B,9yvn4d00pu,40.98,34.17,27.36,24.37,0.72,0.23,0.09,0.0,0.0,,1019.23,Mostly cloudy starting in the evening.,3.0,9.74,192.0,0.44
Jackson County,Missouri,Report 40306: Man observes with his binoculars a large hairy biped at the James A. Reed Wildlife Area,38.5229,-94.19245,2013-03-08,40306.0,Class A,9yv50sghhv,53.53,49.475,45.42,33.3,0.65,0.35,0.89,0.0002,0.22,rain,1021.01,Mostly cloudy starting in the afternoon.,5.0,9.57,125.0,9.21
Jackson County,Missouri,Report 41195: Woman hears possible vocalizations in the James A. Reed Memorial Wildlife Area,38.524,-94.1927,2013-05-19,41195.0,Class B,9yv50t4fx4,83.14,72.41499999999998,61.69,64.53,0.77,0.17,0.3,0.0188,0.74,rain,1005.44,Rain in the evening and overnight.,9.0,8.9,170.0,7.61
Jackson County,Missouri,Report 41395: Daylight sighting outside Grain Valley near the Monkey Mountain Park Reserve,38.5992,-94.1057,2013-06-07,41395.0,Class A,9yv5ddf2dk,73.4,63.74,54.08,52.76,0.68,0.13,0.97,0.0,0.0,,1014.42,Partly cloudy until evening.,9.0,9.93,351.0,4.36
Jackson County,Missouri,Report 56438: Early morning commuter swerves to miss tall hairy figure near Grain Valley,38.99353,-94.22043,2014-03-05,56438.0,Class A,9yuvzfwcbb,42.4,32.89,23.38,24.4,0.69,0.09,0.16,0.0,0.0,,1022.21,Clear throughout the day.,5.0,8.48,23.0,4.45
Jackson County,Missouri,,,,,55672.0,Class A,,,,,,,,,,,,,,,,,
Jackson County,Missouri,Report 51882: Night fisherman intimidated by large rock thrown into water near Monkey Mountain,39.00875,-94.30658,2016-05-05,51882.0,Class B,9yuvyj243q,72.15,61.035,49.92,39.36,0.51,0.02,0.96,0.0,0.0,,1017.13,Clear throughout the day.,10.0,10.0,349.0,3.62
Jasper County,Missouri,Report 14467: Pre-dawn road-crossing sighting by motorists outside Oronogo,37.18124,-94.47345,2008-01-22,14467.0,Class B,9ysgd0ws3j,32.83,23.06,13.29,14.52,0.74,0.62,0.51,0.0,0.0,,1027.44,Mostly cloudy until evening.,2.0,7.94,317.0,6.92
Cedar County,Missouri,Report 23686: Two young men almost run into a large nighttime visitor north of Stockton Lake,37.87153,-93.82087,2005-11-18,23686.0,Class A,9ytr3n39xk,54.35,46.78,39.21,24.86,0.52,0.06,0.59,0.0,0.0,,1025.68,Clear throughout the day.,3.0,9.63,220.0,6.96
Cass County,Missouri,Report 1100: Two fisherman run from a large screaming creature in the woods near Highway 7,38.7437,-94.2633,1983-05-15,1100.0,Class B,9yuuqvpd3v,62.35,53.42,44.49,40.62,0.64,0.58,0.1,0.0,0.0,,1016.81,Partly cloudy throughout the day.,9.0,9.31,15.0,7.49
Cape Girardeau County,Missouri,,,,,45876.0,Class B,,,,,,,,,,,,,,,,,
Camden County,Missouri,Report 50534: Memory told of rocks thrown as two friends attempt to climb steep hill at Lake of the Ozarks,38.16811,-92.79309,1973-07-01,50534.0,Class B,9yy10kq1k7,87.76,78.155,68.55,67.55,0.72,0.37,0.05,0.0816,1.0,rain,1011.99,Heavy rain until afternoon.,7.0,8.28,175.0,7.04
Callaway County,Missouri,Report 28689: Memory of a daylight sighting as a passenger on Old Hwy. 94 east of Jefferson City,38.56724000000001,-92.07335,1999-06-30,28689.0,Class A,9yye2ufnrq,80.12,74.275,68.43,64.11,0.81,0.71,0.55,0.0072,0.61,rain,1008.5,Light rain overnight.,6.0,9.74,146.0,5.79
Buchanan County,Missouri,,,,,24102.0,Class B,,,,,,,,,,,,,,,,,
Boone County,Missouri,Report 27023: Huge animal screams and circles campsite at Finger Lake Park,39.08817,-92.31901,2004-07-13,27023.0,Class B,9yyq75z355,93.94,82.49000000000002,71.04,73.99,0.74,0.09,0.88,0.0,0.0,,1013.2,Humid throughout the day.,11.0,9.4,254.0,7.17
Bollinger County,Missouri,,,,,36150.0,Class B,,,,,,,,,,,,,,,,,
Barry County,Missouri,Report 9840: Nighttime sighting on country dirt road,36.8133,-93.8232,2004-12-06,9840.0,Class A,9yt33j8j0b,59.39,50.81,42.23,50.68,0.91,0.42,0.81,0.0178,1.0,rain,1006.95,Rain starting in the afternoon.,2.0,7.25,182.0,5.79
Andrew County,Missouri,"Report 18219: Motorist sighting near Missouri River Bluffs (@ ""Monkey Mountains"")",39.859,-94.856,2007-07-17,18219.0,Class A,9zhdc2pgwb,94.18,83.83000000000001,73.48,67.53,0.62,0.01,0.11,0.0,0.0,,1012.42,Clear throughout the day.,10.0,9.95,210.0,7.36
Pearl River County,Mississippi,Report 8429: Afternoon sighting by mother and daughter in Honey Island Swamp,30.46825,-89.6918,1997-10-12,8429.0,Class B,dj2jr486mt,84.92,79.965,75.01,69.27,0.75,0.41,0.37,0.0,0.0,,1014.7,Humid and partly cloudy throughout the day.,4.0,8.21,126.0,10.05
Panola County,Mississippi,Report 1345: creature leaned on the hood of a car.,34.31605,-89.845,1997-10-16,1345.0,Class A,dn055x0c7z,66.68,54.77,42.86,40.54,0.63,0.1,0.52,0.0,0.0,,1023.59,Clear throughout the day.,5.0,9.68,10.0,8.77
Marshall County,Mississippi,,,,,27167.0,Class A,,,,,,,,,,,,,,,,,
Lowndes County,Mississippi,Report 1344: while playing tag with several other children witness saw a white hairy creature.,33.50025,-88.40335,1978-08-06,1344.0,Class A,djcns6d9he,86.84,78.275,69.71,68.09,0.73,0.48,0.08,0.0,0.0,,1019.41,Foggy in the morning.,8.0,4.81,349.0,3.64
Lauderdale County,Mississippi,"Report 4681: Nighttime sighting by teens, near Meridian",32.2714,-88.7496,1975-08-14,4681.0,Class A,dj8zs6yd82,90.91,82.945,74.98,73.51,0.77,0.21,0.27,0.0,0.0,,1018.2,Partly cloudy until evening and humid throughout the day.,9.0,5.22,171.0,2.02
Jackson County,Mississippi,Report 2376: Young couple encounter a rancid smell,30.38345,-88.72985,2001-09-08,2376.0,Class B,dj2uughukt,83.96,78.985,74.01,74.43,0.88,0.4,0.68,0.0512,0.84,rain,1013.51,Heavy rain until afternoon.,6.0,8.4,116.0,3.14
Hinds County,Mississippi,Report 27012: Witnesses tell of a sighting they had as teenagers outside Jackson - w/sketch by artist,32.40191,-90.19371,1979-10-10,27012.0,Class A,9vzb7ddfy1,62.42,51.97,41.52,43.63,0.75,0.68,0.67,0.0059,1.0,rain,1018.06,Mostly cloudy throughout the day.,5.0,8.51,12.0,7.47
Lauderdale County,Mississippi,"Report 1342: Child sees a large, dark face staring at him from the bushes.",32.3372,-88.74805,1977-04-30,1342.0,Class A,dj8zuqz9ud,81.03,67.55,54.07,54.71,0.72,0.09,0.39,0.0,0.0,,1021.17,"Partly cloudy starting in the afternoon, continuing until evening.",11.0,8.19,177.0,5.01
Lauderdale County,Mississippi,Report 13347: Possible daylight sighting by boy near Meridian,32.31255,-88.65135,1981-08-15,13347.0,Class B,dj8zydq41z,100.09,88.495,76.9,70.38,0.65,0.31,0.49,0.0,0.0,,1014.57,Humid throughout the day and partly cloudy starting in the afternoon.,9.0,5.8,194.0,1.86
Barry County,Missouri,Report 25874: Possible late night encounter by canoeists on Flat Creek near Piney Creek Wilderness,36.7279,-93.6383,2008-07-04,25874.0,Class B,9yt2vnnet2,84.41,76.34,68.27,67.32,0.81,0.57,0.06,0.0179,0.65,rain,1015.68,Rain in the morning.,8.0,8.67,0.0,1.51
Boone County,Missouri,Report 27125: Late night Winter sighting by pedestrian along W. Nifong Blvd. in Columbia,38.9099,-92.36771,2008-01-20,27125.0,Class A,9yym657fs7,33.75,25.415,17.08,0.37,0.56,0.32,0.44,0.0,0.0,,1034.26,Partly cloudy until afternoon.,2.0,9.99,122.0,4.6
Callaway County,Missouri,Report 9941: Couple has car shaken and sees large animal up close near Tebbetts.,38.62,-91.96238,2004-12-06,9941.0,Class A,9yyeeqe1c1,57.7,52.585,47.47,50.06,0.93,0.79,0.81,0.013000000000000001,1.0,rain,1006.99,Rain starting in the evening.,1.0,6.82,165.0,4.23
Camden County,Missouri,Report 1099: Campsite intrusion near river.,38.04414000000001,-92.97639,1986-06-15,1099.0,Class A,9yvbkm8xjj,86.51,77.945,69.38,66.65,0.73,0.73,0.26,0.0,0.0,,1012.09,Mostly cloudy throughout the day.,7.0,8.96,196.0,6.9
Cass County,Missouri,Report 12054: Teenagers find footprint near Daugherty,38.586,-94.286,1983-10-15,12054.0,Class B,9yugw2r58z,73.84,66.86500000000001,59.89,49.18,0.56,0.59,0.31,0.0,0.0,,1013.81,Breezy until afternoon and mostly cloudy throughout the day.,3.0,9.74,178.0,14.27
Cedar County,Missouri,Report 19695: Dusk sighting by motorist on Hwy 32 near Fair Play.,37.664,-93.684,2007-04-15,19695.0,Class A,9ytqk0t2sw,69.68,54.69500000000001,39.71,33.1,0.6,0.11,0.93,0.0,0.0,,1018.71,Partly cloudy in the afternoon.,8.0,8.84,304.0,5.17
Hancock County,Mississippi,"Report 1341: Family witness a large, hair covered creature eating food from their garden.",30.2464,-89.6111,1975-07-01,1341.0,Class A,dj2k0f5nn1,85.6,80.255,74.91,72.68,0.83,0.65,0.75,0.0017,0.6,rain,1017.53,Humid and mostly cloudy throughout the day.,8.0,6.66,92.0,6.21
George County,Mississippi,Report 4767: Brothers have nighttime sighting near Leaf River Wildlife Management Area,30.97675,-89.0338,2005-01-13,4767.0,Class A,dj88jzpsdh,68.35,56.255,44.16,57.36,0.9,0.79,0.12,0.0194,0.91,rain,1012.88,Rain until afternoon.,2.0,8.44,142.0,0.91
Franklin County,Mississippi,Report 12122: Morning sighting by hunter in Homochitto National Forest near Knoxville,31.39275,-91.08505,1979-11-28,12122.0,Class A,9vx4x6cuh8,56.73,43.985,31.24,36.5,0.58,0.21,0.32,0.0008,0.42,rain,1024.18,Partly cloudy in the morning.,3.0,8.71,355.0,9.81
Clarke County,Mississippi,Report 14144: Night time sighting by motorists on Highway 512 near Elwood (passenger's observation),32.036,-88.77015,1987-10-10,14144.0,Class A,dj8y5zzx1x,80.88,65.065,49.25,47.77,0.64,0.06,0.62,0.0,0.0,,1025.42,Clear throughout the day.,6.0,8.1,39.0,3.51
Bolivar County,Mississippi,Report 8732: Motorist has late night sighting of a light colored creature on rural highway,33.56555,-90.8022,2005-01-30,8732.0,Class A,9vzqvwrve2,44.69,41.88,39.07,37.64,0.83,1.0,0.67,0.0003,0.12,rain,1022.31,Light rain overnight.,2.0,9.22,30.0,6.1
Attala County,Mississippi,Report 1339: Creature seen by witnesses,33.10925,-89.59135,1950-01-01,1339.0,Class A,djbk373e65,67.02,63.54,60.06,54.84,0.81,0.95,0.41,0.0034,0.82,rain,1026.5,Overcast throughout the day.,2.0,8.68,143.0,8.22
Amite County,Mississippi,Report 1338: Several incidents in the East Fork Community,31.1603,-90.71574,1973-01-01,1338.0,Class A,9vx3r8wcfh,45.33,43.095,40.86,38.95,0.84,0.99,0.91,0.0111,0.79,rain,1023.56,Rain in the afternoon and evening.,2.0,7.3,28.0,11.97
Sanders County,Montana,Report 8999: Woman reports riverbank sighting,47.62167,-115.3903,2004-03-14,8999.0,Class A,c2myyjr274,45.92,37.875,29.83,25.47,0.62,0.66,0.78,0.0005,0.53,rain,1019.56,Mostly cloudy throughout the day.,3.0,9.68,241.0,4.86
